Brand,Title,Review,Product 1,Product 2,Product 3,Product 4,Product 5,Subject 4,Prior Product,Buy Again
Palmolive,"Not really a savings however,","Not really a savings however, This bottle holds more than 4-1litre refills. This will last me close to 6 months. It smells really nice. Like aroma therapy. Cleans extremely well at a good price. Highly recommend buying online cause it arrives at your door and it's heavy..less to carry home grocery day. :)",Household Surface Care,Hand Dish Products,Pal Hand Dish Products,Pal LDL [non-ultra] Essential Clean Lemon Citrus Zest,Pal LDL Essential Clean Lemon Citrus Zest 4.3L,54102 - Praise Product Package,,Y
Palmolive,"Not really a savings however,","Not really a savings however, This bottle holds more than 4-1litre refills. This will last me close to 6 months. It smells really nice. Like aroma therapy. Cleans extremely well at a good price. Highly recommend buying online cause it arrives at your door and it's heavy..less to carry home grocery day. :)",Household Surface Care,Hand Dish Products,Pal Hand Dish Products,Pal LDL [non-ultra] Essential Clean Lemon Citrus Zest,Pal LDL Essential Clean Lemon Citrus Zest 4.3L,54105 - Praise Product Cleans Well,,Y
Palmolive,"Not really a savings however,","Not really a savings however, This bottle holds more than 4-1litre refills. This will last me close to 6 months. It smells really nice. Like aroma therapy. Cleans extremely well at a good price. Highly recommend buying online cause it arrives at your door and it's heavy..less to carry home grocery day. :)",Household Surface Care,Hand Dish Products,Pal Hand Dish Products,Pal LDL [non-ultra] Essential Clean Lemon Citrus Zest,Pal LDL Essential Clean Lemon Citrus Zest 4.3L,54107 - Praise Product Fragrance,,Y
Palmolive,"Not really a savings however,","Not really a savings however, This bottle holds more than 4-1litre refills. This will last me close to 6 months. It smells really nice. Like aroma therapy. Cleans extremely well at a good price. Highly recommend buying online cause it arrives at your door and it's heavy..less to carry home grocery day. :)",Household Surface Care,Hand Dish Products,Pal Hand Dish Products,Pal LDL [non-ultra] Essential Clean Lemon Citrus Zest,Pal LDL Essential Clean Lemon Citrus Zest 4.3L,54110 - Praise Product General,,Y
Palmolive,"Not really a savings however,","Not really a savings however, This bottle holds more than 4-1litre refills. This will last me close to 6 months. It smells really nice. Like aroma therapy. Cleans extremely well at a good price. Highly recommend buying online cause it arrives at your door and it's heavy..less to carry home grocery day. :)",Household Surface Care,Hand Dish Products,Pal Hand Dish Products,Pal LDL [non-ultra] Essential Clean Lemon Citrus Zest,Pal LDL Essential Clean Lemon Citrus Zest 4.3L,54113 - Praise Product Economical,,Y
Palmolive,"Not really a savings however,","Not really a savings however, This bottle holds more than 4-1litre refills. This will last me close to 6 months. It smells really nice. Like aroma therapy. Cleans extremely well at a good price. Highly recommend buying online cause it arrives at your door and it's heavy..less to carry home grocery day. :)",Household Surface Care,Hand Dish Products,Pal Hand Dish Products,Pal LDL [non-ultra] Essential Clean Lemon Citrus Zest,Pal LDL Essential Clean Lemon Citrus Zest 4.3L,54125 - Praise Product Convenience,,Y
Softsoap,Disappointing Experience with Softsoap,"I have been using the Softsoap for a couple of days, and unfortunately, my experience has been very negative. The product barely lathers, making it feel more like water than an effective soap. I hope the brand can improve its formula to provide a more satisfactory hand-washing experience.",Personal Care,Liquid Hand Soaps,Softsoap Base LHS,Softsoap LHS AB White Tea & Berry Fusion,Softsoap LHS AB White Tea & Berry Fusion 50oz,14105 - Complaint Preference Product Dislikes Consistency / Texture,,
Colgate,Very effective,Seems to work well and easy to use. Recommend it.,Oral Care,Toothpaste,Total TP,Col TP Total Plaque Pro-Release Whitening,Col TP Total Plaque Pro-Release Whitening 3.0oz 2PK,54110 - Praise Product General,,
Colgate,Very effective,Seems to work well and easy to use. Recommend it.,Oral Care,Toothpaste,Total TP,Col TP Total Plaque Pro-Release Whitening,Col TP Total Plaque Pro-Release Whitening 3.0oz 2PK,54125 - Praise Product Convenience,,
Colgate,Works Beautifully,I'm so glad that I purchased it!,Oral Care,Toothpaste,Total TP,Col TP Total Plaque Pro-Release Whitening,Col TP Total Plaque Pro-Release Whitening 3.0oz 2PK,54110 - Praise Product General,,
Suavitel,Smells great,The fragrance is terrific and long lasting. Very happy with this fabric softner.,Fabric Care,Fabric Conditioners,Suavitel Fabric Conditioner,Suavitel FS liq [non-ultra] Complete Morning Sun,Suavitel FS Liq [non-ultra] Complete Morning Sun 100oz,54107 - Praise Product Fragrance,,
Suavitel,Smells great,The fragrance is terrific and long lasting. Very happy with this fabric softner.,Fabric Care,Fabric Conditioners,Suavitel Fabric Conditioner,Suavitel FS liq [non-ultra] Complete Morning Sun,Suavitel FS Liq [non-ultra] Complete Morning Sun 100oz,54110 - Praise Product General,,
Suavitel,Smells great,The fragrance is terrific and long lasting. Very happy with this fabric softner.,Fabric Care,Fabric Conditioners,Suavitel Fabric Conditioner,Suavitel FS liq [non-ultra] Complete Morning Sun,Suavitel FS Liq [non-ultra] Complete Morning Sun 100oz,54126 - Praise Product Softening Effect on Fabric,,
Tom's of Maine,Great product,Love Tom?s toothpaste specially spearmint without Florida,Oral Care,Toothpaste,Tom's of Maine Toothpaste,Tom's TP Nat Antiplaque&Whtng [SW] Fluor-Fr Paste Peppermint,Tom's Antiplaque&Whtng Ppprmint FlFr NatPrkFoundatn TP 5.5oz,54106 - Praise Product Flavor,,
Tom's of Maine,Great product,Love Tom?s toothpaste specially spearmint without Florida,Oral Care,Toothpaste,Tom's of Maine Toothpaste,Tom's TP Nat Antiplaque&Whtng [SW] Fluor-Fr Paste Peppermint,Tom's Antiplaque&Whtng Ppprmint FlFr NatPrkFoundatn TP 5.5oz,54121 - Praise Product Non-Fluoride Toothpaste,,
Tom's of Maine,Great product,Love Tom?s toothpaste specially spearmint without Florida,Oral Care,Toothpaste,Tom's of Maine Toothpaste,Tom's TP Nat Antiplaque&Whtng [SW] Fluor-Fr Paste Peppermint,Tom's Antiplaque&Whtng Ppprmint FlFr NatPrkFoundatn TP 5.5oz,54110 - Praise Product General,,
Tom's of Maine,Doesn't work,"This product simply didn't work. I was very disappointed because usually this company produces some of the better sustainable products out there. But this time they fell through. I would put it on, smell ok for about an hour, then my pit smell would come in. Strongly I think I actually had more smell with this product than with nothing. Simply doesn't work.",Personal Care,Other UAP,Tom's of Maine Unisex/Ungendered UAP,Tom's Deo Stick Lemongrass Tea Tree,Tom's Deo Stick Lemongrass Tea Tree,14112 - Complaint Preference Product Miscellaneous,,
Colgate,Handy,These really come in handy since I have Invisalign!,Oral Care,Manual Toothbrush,Colgate Wisp Mini TB,Col Wisp Mini TB MaxFresh Spearmint,Wisp Mini TB MaxFresh Spearmint 24pk,54110 - Praise Product General,,
Colgate,Handy,These really come in handy since I have Invisalign!,Oral Care,Manual Toothbrush,Colgate Wisp Mini TB,Col Wisp Mini TB MaxFresh Spearmint,Wisp Mini TB MaxFresh Spearmint 24pk,54125 - Praise Product Convenience,,
Colgate,I need it,I love it Thank you,Oral Care,Manual Toothbrush,Colgate Classic/Extra Clean/Standard TB,Col TB Classic/Extra Clean,Extra Clean TB FHS 6pk,54110 - Praise Product General,,
Colgate,Baby loves it,"Like what some have mentioned, my little one also seemed to like the flavour and happily opens up her mouth every time she sees me approaching her with a toothbrush.",Oral Care,Toothpaste,Colgate Kids/Junior Toothpaste,Col TP My First TP,Col TP My First/Infant&Toddler 40ml,54106 - Praise Product Flavor,,
Colgate,Baby loves it,"Like what some have mentioned, my little one also seemed to like the flavour and happily opens up her mouth every time she sees me approaching her with a toothbrush.",Oral Care,Toothpaste,Colgate Kids/Junior Toothpaste,Col TP My First TP,Col TP My First/Infant&Toddler 40ml,54110 - Praise Product General,,
Colgate,like it,this does appear to get rid of my plaque but haven?t noticed any whitening egfect,Oral Care,Toothpaste,Total TP,Col TP Total Plaque Pro-Release Whitening,Col TP Total Plaque Pro-Release Whitening 3.0oz 2PK,54105 - Praise Product Cleans Well,,
Colgate,like it,this does appear to get rid of my plaque but haven?t noticed any whitening egfect,Oral Care,Toothpaste,Total TP,Col TP Total Plaque Pro-Release Whitening,Col TP Total Plaque Pro-Release Whitening 3.0oz 2PK,54124 - Praise Product Whitens Well,,
Colgate,Great toothbrush. Leaves teeth feeling clean.,This is the only toothbrush I use. I love the floss tip. This brush leaves your teeth feeling really clean. I also like that it is battery powered and you don't have to plug it in. This makes it great for travel. The tips are always available for replacement without having to buy a new toothbrush.,Oral Care,Powered Toothbrush,Colgate 360 Power Toothbrush,Col PTB 360 Sonic Floss Tip [ASB],Col PTB 360 Sonic Floss Tip & FTR,54105 - Praise Product Cleans Well,,
Colgate,Great toothbrush. Leaves teeth feeling clean.,This is the only toothbrush I use. I love the floss tip. This brush leaves your teeth feeling really clean. I also like that it is battery powered and you don't have to plug it in. This makes it great for travel. The tips are always available for replacement without having to buy a new toothbrush.,Oral Care,Powered Toothbrush,Colgate 360 Power Toothbrush,Col PTB 360 Sonic Floss Tip [ASB],Col PTB 360 Sonic Floss Tip & FTR,54110 - Praise Product General,,
Colgate,Great toothbrush. Leaves teeth feeling clean.,This is the only toothbrush I use. I love the floss tip. This brush leaves your teeth feeling really clean. I also like that it is battery powered and you don't have to plug it in. This makes it great for travel. The tips are always available for replacement without having to buy a new toothbrush.,Oral Care,Powered Toothbrush,Colgate 360 Power Toothbrush,Col PTB 360 Sonic Floss Tip [ASB],Col PTB 360 Sonic Floss Tip & FTR,54122 - Praise Product Toothbrush Head / Bristles,,
Colgate,Great toothbrush. Leaves teeth feeling clean.,This is the only toothbrush I use. I love the floss tip. This brush leaves your teeth feeling really clean. I also like that it is battery powered and you don't have to plug it in. This makes it great for travel. The tips are always available for replacement without having to buy a new toothbrush.,Oral Care,Powered Toothbrush,Colgate 360 Power Toothbrush,Col PTB 360 Sonic Floss Tip [ASB],Col PTB 360 Sonic Floss Tip & FTR,54125 - Praise Product Convenience,,
Irish Spring,Great product,Happy with product. Thanks!,Personal Care,Bar Soap,Irish Spring Bar Soap,Irish Spring Bar Original Clean,IS Bar Original Clean 6-3.7oz,54110 - Praise Product General,,
Colgate,Excellent Mouthwash,This Colgate mouthwash is great. No burning from alcohol. Great taste.,Oral Care,Mouthrinse,Colgate Mouth Spray,Col Mouth Spray Total Pro-Shield Fresh Mint,Col Mouth Spray Total Pro-Shield Fresh Mint,54106 - Praise Product Flavor,,
Colgate,Excellent Mouthwash,This Colgate mouthwash is great. No burning from alcohol. Great taste.,Oral Care,Mouthrinse,Colgate Mouth Spray,Col Mouth Spray Total Pro-Shield Fresh Mint,Col Mouth Spray Total Pro-Shield Fresh Mint,54110 - Praise Product General,,
Colgate,Excellent Mouthwash,This Colgate mouthwash is great. No burning from alcohol. Great taste.,Oral Care,Mouthrinse,Colgate Mouth Spray,Col Mouth Spray Total Pro-Shield Fresh Mint,Col Mouth Spray Total Pro-Shield Fresh Mint,54112 - Praise Product No More Skin / Mouth Irritation,,
Colgate,Great toothpaste,Perfect,Oral Care,Toothpaste,Optic White / Simply White Toothpaste,Col TP Optic White Stain Fighter Unspecified,Col TP Optic White Stain Fighter Unspecified,54110 - Praise Product General,,
HelloProducts,Love this for young kids!,"My girls are in elementary school and both starting to get the stink under in their armpits. I'm not ready to use the stuff with all the chemicals or aluminum. I tried about 3 ""natural"" brands before this and this is the clear winner! They smell so much better all day long and they love it too. I see this getting them through middle school at least.",Personal Care,Other UAP,hello Unisex/Ungendered UAP,hello deo stick unicorn with shea butter,hello Deo Stick Unicorn with Shea Butter 2.6oz 2p,54110 - Praise Product General,,
HelloProducts,Love this for young kids!,"My girls are in elementary school and both starting to get the stink under in their armpits. I'm not ready to use the stuff with all the chemicals or aluminum. I tried about 3 ""natural"" brands before this and this is the clear winner! They smell so much better all day long and they love it too. I see this getting them through middle school at least.",Personal Care,Other UAP,hello Unisex/Ungendered UAP,hello deo stick unicorn with shea butter,hello Deo Stick Unicorn with Shea Butter 2.6oz 2p,54118 - Praise Product Keeps Me Dry / Odor Free,,
HelloProducts,Does the job,The taste actually isn?t too bad and it doesn?t burn.,Oral Care,Mouthrinse,hello Mouthwash,"hello MW peace out, plaque antigingivitis natural mint","hello peace out, plaque antigingivitus natmint MW 16floz 3pk",54106 - Praise Product Flavor,,
HelloProducts,Does the job,The taste actually isn?t too bad and it doesn?t burn.,Oral Care,Mouthrinse,hello Mouthwash,"hello MW peace out, plaque antigingivitis natural mint","hello peace out, plaque antigingivitus natmint MW 16floz 3pk",54110 - Praise Product General,,
HelloProducts,I?ve been looking for a natural toothpaste,I?ve been looking all over online for an affordable natural toothpaste that?s tastes good and gives a good after brush mouth feel. I?ve tried some that taste super questionable and some that leave a film on my teeth. The foaming is great and makes my teeth feel super fresh I?ve definitely noticed my teeth are whiter and stay smelling fresh longer than Crest even. I have sensitive teeth and gums and my dentist recommended fluoride in my toothpaste and it?s great this is a natural option while not risking any more expensive dental treatments,Oral Care,Toothpaste,hello Toothpaste,hello TP Naturally Whtng Fluoride Farm Grown Mint,hello naturally whitening fluoride tp 4.7oz 3pk,54105 - Praise Product Cleans Well,Crest toothpaste,
HelloProducts,I?ve been looking for a natural toothpaste,I?ve been looking all over online for an affordable natural toothpaste that?s tastes good and gives a good after brush mouth feel. I?ve tried some that taste super questionable and some that leave a film on my teeth. The foaming is great and makes my teeth feel super fresh I?ve definitely noticed my teeth are whiter and stay smelling fresh longer than Crest even. I have sensitive teeth and gums and my dentist recommended fluoride in my toothpaste and it?s great this is a natural option while not risking any more expensive dental treatments,Oral Care,Toothpaste,hello Toothpaste,hello TP Naturally Whtng Fluoride Farm Grown Mint,hello naturally whitening fluoride tp 4.7oz 3pk,54106 - Praise Product Flavor,Crest toothpaste,
HelloProducts,I?ve been looking for a natural toothpaste,I?ve been looking all over online for an affordable natural toothpaste that?s tastes good and gives a good after brush mouth feel. I?ve tried some that taste super questionable and some that leave a film on my teeth. The foaming is great and makes my teeth feel super fresh I?ve definitely noticed my teeth are whiter and stay smelling fresh longer than Crest even. I have sensitive teeth and gums and my dentist recommended fluoride in my toothpaste and it?s great this is a natural option while not risking any more expensive dental treatments,Oral Care,Toothpaste,hello Toothpaste,hello TP Naturally Whtng Fluoride Farm Grown Mint,hello naturally whitening fluoride tp 4.7oz 3pk,54109 - Praise Product Lathers / Suds Well,Crest toothpaste,
HelloProducts,I?ve been looking for a natural toothpaste,I?ve been looking all over online for an affordable natural toothpaste that?s tastes good and gives a good after brush mouth feel. I?ve tried some that taste super questionable and some that leave a film on my teeth. The foaming is great and makes my teeth feel super fresh I?ve definitely noticed my teeth are whiter and stay smelling fresh longer than Crest even. I have sensitive teeth and gums and my dentist recommended fluoride in my toothpaste and it?s great this is a natural option while not risking any more expensive dental treatments,Oral Care,Toothpaste,hello Toothpaste,hello TP Naturally Whtng Fluoride Farm Grown Mint,hello naturally whitening fluoride tp 4.7oz 3pk,54110 - Praise Product General,Crest toothpaste,
HelloProducts,I?ve been looking for a natural toothpaste,I?ve been looking all over online for an affordable natural toothpaste that?s tastes good and gives a good after brush mouth feel. I?ve tried some that taste super questionable and some that leave a film on my teeth. The foaming is great and makes my teeth feel super fresh I?ve definitely noticed my teeth are whiter and stay smelling fresh longer than Crest even. I have sensitive teeth and gums and my dentist recommended fluoride in my toothpaste and it?s great this is a natural option while not risking any more expensive dental treatments,Oral Care,Toothpaste,hello Toothpaste,hello TP Naturally Whtng Fluoride Farm Grown Mint,hello naturally whitening fluoride tp 4.7oz 3pk,54124 - Praise Product Whitens Well,Crest toothpaste,
HelloProducts,I?ve been looking for a natural toothpaste,I?ve been looking all over online for an affordable natural toothpaste that?s tastes good and gives a good after brush mouth feel. I?ve tried some that taste super questionable and some that leave a film on my teeth. The foaming is great and makes my teeth feel super fresh I?ve definitely noticed my teeth are whiter and stay smelling fresh longer than Crest even. I have sensitive teeth and gums and my dentist recommended fluoride in my toothpaste and it?s great this is a natural option while not risking any more expensive dental treatments,Oral Care,Toothpaste,hello Toothpaste,hello TP Naturally Whtng Fluoride Farm Grown Mint,hello naturally whitening fluoride tp 4.7oz 3pk,54131 - Praise Product Sensitivity / Pain Relief,Crest toothpaste,
HelloProducts,LOVE THIS TOOTHPASTE,"This is my new favorite toothpaste. It is minty, but not overpowering. It leaves teeth so clean and I am starting to notice the whitening. Love that you can get with or without flouride as well, according to your preference. Great product.",Oral Care,Toothpaste,hello Toothpaste,hello TP Antiplaque + Whitening Fluorfree Nat Peppermint,hello antiplaque + whitening fluo free tp 4.7oz 3pk,54105 - Praise Product Cleans Well,,
HelloProducts,LOVE THIS TOOTHPASTE,"This is my new favorite toothpaste. It is minty, but not overpowering. It leaves teeth so clean and I am starting to notice the whitening. Love that you can get with or without flouride as well, according to your preference. Great product.",Oral Care,Toothpaste,hello Toothpaste,hello TP Antiplaque + Whitening Fluorfree Nat Peppermint,hello antiplaque + whitening fluo free tp 4.7oz 3pk,54106 - Praise Product Flavor,,
HelloProducts,LOVE THIS TOOTHPASTE,"This is my new favorite toothpaste. It is minty, but not overpowering. It leaves teeth so clean and I am starting to notice the whitening. Love that you can get with or without flouride as well, according to your preference. Great product.",Oral Care,Toothpaste,hello Toothpaste,hello TP Antiplaque + Whitening Fluorfree Nat Peppermint,hello antiplaque + whitening fluo free tp 4.7oz 3pk,54110 - Praise Product General,,
HelloProducts,LOVE THIS TOOTHPASTE,"This is my new favorite toothpaste. It is minty, but not overpowering. It leaves teeth so clean and I am starting to notice the whitening. Love that you can get with or without flouride as well, according to your preference. Great product.",Oral Care,Toothpaste,hello Toothpaste,hello TP Antiplaque + Whitening Fluorfree Nat Peppermint,hello antiplaque + whitening fluo free tp 4.7oz 3pk,54124 - Praise Product Whitens Well,,
HelloProducts,LOVE THIS TOOTHPASTE,"This is my new favorite toothpaste. It is minty, but not overpowering. It leaves teeth so clean and I am starting to notice the whitening. Love that you can get with or without flouride as well, according to your preference. Great product.",Oral Care,Toothpaste,hello Toothpaste,hello TP Antiplaque + Whitening Fluorfree Nat Peppermint,hello antiplaque + whitening fluo free tp 4.7oz 3pk,54121 - Praise Product Non-Fluoride Toothpaste,,
hello,"Great for adults, too!","I absolutely hate mint flavored toothpaste. It's become a huge problem as I've gotten older. I will say I'm autistic but I think there are more people in the world than will admit it that hate traditional toothpaste flavors. This stuff works exactly as you'd expect toothpaste to work. It isn't dyed, the dragon and unicorn ones are clear gel and the strawberry is white paste that's more like the texture of regular toothpaste. All are smooth and very non-abrasive. The price of the 3 pack on subscribe and save is the best you'll find. They smell fantastic and the blue raspberry especially tastes amazing.",Oral Care,Toothpaste,hello Toothpaste,hello TP Kids fluoride Dragon Dazzle Blue Raspberry,hello dragon dazzle blue raspberry fluoride toothpaste,54106 - Praise Product Flavor,,
hello,"Great for adults, too!","I absolutely hate mint flavored toothpaste. It's become a huge problem as I've gotten older. I will say I'm autistic but I think there are more people in the world than will admit it that hate traditional toothpaste flavors. This stuff works exactly as you'd expect toothpaste to work. It isn't dyed, the dragon and unicorn ones are clear gel and the strawberry is white paste that's more like the texture of regular toothpaste. All are smooth and very non-abrasive. The price of the 3 pack on subscribe and save is the best you'll find. They smell fantastic and the blue raspberry especially tastes amazing.",Oral Care,Toothpaste,hello Toothpaste,hello TP Kids fluoride Dragon Dazzle Blue Raspberry,hello dragon dazzle blue raspberry fluoride toothpaste,54107 - Praise Product Fragrance,,
hello,"Great for adults, too!","I absolutely hate mint flavored toothpaste. It's become a huge problem as I've gotten older. I will say I'm autistic but I think there are more people in the world than will admit it that hate traditional toothpaste flavors. This stuff works exactly as you'd expect toothpaste to work. It isn't dyed, the dragon and unicorn ones are clear gel and the strawberry is white paste that's more like the texture of regular toothpaste. All are smooth and very non-abrasive. The price of the 3 pack on subscribe and save is the best you'll find. They smell fantastic and the blue raspberry especially tastes amazing.",Oral Care,Toothpaste,hello Toothpaste,hello TP Kids fluoride Dragon Dazzle Blue Raspberry,hello dragon dazzle blue raspberry fluoride toothpaste,54110 - Praise Product General,,
hello,"Great for adults, too!","I absolutely hate mint flavored toothpaste. It's become a huge problem as I've gotten older. I will say I'm autistic but I think there are more people in the world than will admit it that hate traditional toothpaste flavors. This stuff works exactly as you'd expect toothpaste to work. It isn't dyed, the dragon and unicorn ones are clear gel and the strawberry is white paste that's more like the texture of regular toothpaste. All are smooth and very non-abrasive. The price of the 3 pack on subscribe and save is the best you'll find. They smell fantastic and the blue raspberry especially tastes amazing.",Oral Care,Toothpaste,hello Toothpaste,hello TP Kids fluoride Dragon Dazzle Blue Raspberry,hello dragon dazzle blue raspberry fluoride toothpaste,54113 - Praise Product Economical,,
hello,"Great for adults, too!","I absolutely hate mint flavored toothpaste. It's become a huge problem as I've gotten older. I will say I'm autistic but I think there are more people in the world than will admit it that hate traditional toothpaste flavors. This stuff works exactly as you'd expect toothpaste to work. It isn't dyed, the dragon and unicorn ones are clear gel and the strawberry is white paste that's more like the texture of regular toothpaste. All are smooth and very non-abrasive. The price of the 3 pack on subscribe and save is the best you'll find. They smell fantastic and the blue raspberry especially tastes amazing.",Oral Care,Toothpaste,hello Toothpaste,hello TP Kids fluoride Dragon Dazzle Blue Raspberry,hello dragon dazzle blue raspberry fluoride toothpaste,54128 - Praise Product Consistency,,
Fabuloso,"Well, it was on time","Oh, it?s so good",Household Surface Care,All Purpose Cleaners,Fabuloso APC,Fabuloso 10x Concentrate Multi-Purpose Cleaner Lavender,Fabuloso 10x Concentrate Multi-Purpose Cleaner Lavender,54110 - Praise Product General,,
Colgate,Good,Well packed and product,Oral Care,Mouthrinse,Colgate Dental Rinse,Col MW Optic White WhiteSeal Icy Fresh Mint,Optic White MW High Impact White 32oz 3pk e-comm,54102 - Praise Product Package,,
Colgate,Good,Well packed and product,Oral Care,Mouthrinse,Colgate Dental Rinse,Col MW Optic White WhiteSeal Icy Fresh Mint,Optic White MW High Impact White 32oz 3pk e-comm,54110 - Praise Product General,,
Irish Spring,Smells good,It smells good and is cheap,Personal Care,Body Wash,Irish Spring Shower,Irish Spring BW Moisture Blast,Irish Spring BW Moisture Blast 30oz,54107 - Praise Product Fragrance,,
Irish Spring,Smells good,It smells good and is cheap,Personal Care,Body Wash,Irish Spring Shower,Irish Spring BW Moisture Blast,Irish Spring BW Moisture Blast 30oz,54113 - Praise Product Economical,,
Irish Spring,Smells good,It smells good and is cheap,Personal Care,Body Wash,Irish Spring Shower,Irish Spring BW Moisture Blast,Irish Spring BW Moisture Blast 30oz,54110 - Praise Product General,,
Softsoap,Hand wash,This product work great. Leaves hand smelling great & soft .,Personal Care,Liquid Hand Soaps,Softsoap Base LHS,Softsoap LHS AB Gentle Clean Sparkling Pear,Softsoap LHS AB Gentle Clean Sparkling Pear 11.25oz,54107 - Praise Product Fragrance,,
Softsoap,Hand wash,This product work great. Leaves hand smelling great & soft .,Personal Care,Liquid Hand Soaps,Softsoap Base LHS,Softsoap LHS AB Gentle Clean Sparkling Pear,Softsoap LHS AB Gentle Clean Sparkling Pear 11.25oz,54110 - Praise Product General,,
Softsoap,Hand wash,This product work great. Leaves hand smelling great & soft .,Personal Care,Liquid Hand Soaps,Softsoap Base LHS,Softsoap LHS AB Gentle Clean Sparkling Pear,Softsoap LHS AB Gentle Clean Sparkling Pear 11.25oz,54114 - Praise Product Effect on Skin,,
Colgate,Favorite tooth paste,This is my favorite tooth paste for whitening,Oral Care,Toothpaste,Optic White / Simply White Toothpaste,Col TP Optic White Advanced Icy Fresh,Col TP Optic White Advanced Icy Fresh 3.2oz,54110 - Praise Product General,,
Colgate,Favorite tooth paste,This is my favorite tooth paste for whitening,Oral Care,Toothpaste,Optic White / Simply White Toothpaste,Col TP Optic White Advanced Icy Fresh,Col TP Optic White Advanced Icy Fresh 3.2oz,54124 - Praise Product Whitens Well,,
Softsoap,Open Box,"I ordered two boxes of this hand soap and, for some reason, the soup was taken out of the other box! The soaps were held together by a rubber band! I'm wondering if I got a returned item?",Personal Care,Liquid Hand Soaps,Softsoap Base LHS,Softsoap LHS Soothing Clean Aloe Vera Fresh Scent,Softsoap LHS Soothing Clean Aloe Vera 7.5oz,11906 - Complaint Issue Other Miscellaneous,,
Softsoap,Open Box,"I ordered two boxes of this hand soap and, for some reason, the soup was taken out of the other box! The soaps were held together by a rubber band! I'm wondering if I got a returned item?",Personal Care,Liquid Hand Soaps,Softsoap Base LHS,Softsoap LHS Soothing Clean Aloe Vera Fresh Scent,Softsoap LHS Soothing Clean Aloe Vera 7.5oz,13106 - Complaint Preference Package Miscellaneous,,
Softsoap,Open Box,"I ordered two boxes of this hand soap and, for some reason, the soup was taken out of the other box! The soaps were held together by a rubber band! I'm wondering if I got a returned item?",Personal Care,Liquid Hand Soaps,Softsoap Base LHS,Softsoap LHS Soothing Clean Aloe Vera Fresh Scent,Softsoap LHS Soothing Clean Aloe Vera 7.5oz,26201 - Inquiry Package / Label Miscellaneous,,
Irish Spring,Faulty pump,Pump will not release from the locked position. Need to unscrew the pump assembly and pour the soap out of the bottle every time I use it. Wastes a lot of soap and a hassle to use it.,Personal Care,Body Wash,Irish Spring Shower,Irish Spring BW Moisture Blast,Irish Spring BW Moisture Blast 30oz,11906 - Complaint Issue Other Miscellaneous,,
Tom's of Maine,Smells like soap,This smells like soap not lavender,Personal Care,Other UAP,Tom's of Maine Unisex/Ungendered UAP,Tom's Deo Stick Wild Lavender,Tom's Deo Stick Wild Lavender 3.25oz,14108 - Complaint Preference Product Dislikes Fragrance,,
Suavitel,Great shipping,Thank you..great buy,Fabric Care,Fabric Conditioners,Suavitel Fabric Conditioner,Suavitel FS Liq Ultra Soothing Lavender,Suavitel FS Liq Ultra Soothing Lavender,54110 - Praise Product General,,
Tom's of Maine,Not unscented,"The last ingredient is lemon grass oil (the scientific name to make it obscure), which would be fine if it wasn't advertised as unscented.",Personal Care,Other UAP,Tom's of Maine Unisex/Ungendered UAP,Tom's Deo Stick Nat Long Lasting Unscented,Tom's Deo Stick Nat LngLast Unscented Stick 2.25oz 3pk,14108 - Complaint Preference Product Dislikes Fragrance,,
Tom's of Maine,Not unscented,"The last ingredient is lemon grass oil (the scientific name to make it obscure), which would be fine if it wasn't advertised as unscented.",Personal Care,Other UAP,Tom's of Maine Unisex/Ungendered UAP,Tom's Deo Stick Nat Long Lasting Unscented,Tom's Deo Stick Nat LngLast Unscented Stick 2.25oz 3pk,14117 - Complaint Preference Product Wants Unscented,,
Speed Stick,Producto recomendado.,Producto recomendado y barato. EXCELENTE INVERSIÓN,Personal Care,Men's Underarm Products,Men's Speed Stick Base Antiperspirants,MSS AP Stick [Power] Unscented,MSS AP Stick [Power] Unscented 3oz 4pk,54110 - Praise Product General,,
Speed Stick,Producto recomendado.,Producto recomendado y barato. EXCELENTE INVERSIÓN,Personal Care,Men's Underarm Products,Men's Speed Stick Base Antiperspirants,MSS AP Stick [Power] Unscented,MSS AP Stick [Power] Unscented 3oz 4pk,54113 - Praise Product Economical,,
Speed Stick,Smells,Works great,Personal Care,Men's Underarm Products,Men's Speed Stick Base Antiperspirants,MSS AP Stick [Power] Unscented,MSS AP Stick [Power] Unscented 3oz 4pk,54110 - Praise Product General,,
Tom's of Maine,Tastes great,Aside from being safer and healthier than the big brads the taste is great,Oral Care,Toothpaste,Tom's of Maine Toothpaste,Tom's TP Nat Antiplaque&Whtng [SW] Fluor-Fr Paste Peppermint,Tom's TP Nat Antiplqe&Whtng Fluor-Fr Paste Peppermint 5.5z2p,54106 - Praise Product Flavor,,
Tom's of Maine,Tastes great,Aside from being safer and healthier than the big brads the taste is great,Oral Care,Toothpaste,Tom's of Maine Toothpaste,Tom's TP Nat Antiplaque&Whtng [SW] Fluor-Fr Paste Peppermint,Tom's TP Nat Antiplqe&Whtng Fluor-Fr Paste Peppermint 5.5z2p,54110 - Praise Product General,,
Tom's of Maine,Excellent toothpaste and highlyvrecommended,Liked it all.,Oral Care,Toothpaste,Tom's of Maine Toothpaste,Tom's TP Nat Antiplaque&Whtng [SW] Fluor-Fr Paste Peppermint,Tom's TP Nat Antiplqe&Whtng Fluor-Fr Paste Peppermint 5.5z2p,54110 - Praise Product General,,
